Project;Type;Platform;янв.13;фев.13;мар.13;апр.13;май.13;июн.13;июл.13;авг.13;сен.13;окт.13;ноя.13;дек.13;янв.14;фев.14;мар.14;апр.14;май.14;июн.14;июл.14;авг.14;сен.14;окт.14;ноя.14;дек.14;янв.15;фев.15;мар.15;апр.15;май.15;июн.15;июл.15;авг.15;сен.15;окт.15;ноя.15;дек.15;янв.16;фев.16;мар.16;апр.16;май.16;июн.16;июл.16;авг.16;сен.16;окт.16;ноя.16;дек.16;янв.17;фев.17;мар.17;апр.17;май.17;июн.17;июл.17;авг.17;сен.17;окт.17;ноя.17;дек.17;янв.18;фев.18;мар.18
Липецк;Франчайзи;Онлайн;27308;34639;36269;37513;32853;39351;56571;57286;59361;55141;60611;62944;63655;59760;63667;41961;27166;24451;24466;24984;30527;35661;39225;44193;48912;57233;75748;75983;76391;85724;87203;82872;84725;90415;84650;86687;78922;83294;85683;78926;77021;79648;72339;74895;67158;67556;71481;77038;75364;76921;83391;82476;82871;82150;92274;97395;100138;107189;107262;115568;111548;113854;125377
Липецк;Франчайзи;ПК;12155;12454;13964;13837;12969;12720;13249;13064;13234;13483;13651;13407;13525;13262;13476;12731;12077;11828;11777;10850;11621;11991;11828;11587;11151;10997;11354;10751;10146;10241;10143;10042;9960;10192;10018;9771;9339;9514;9728;9041;8655;8400;8123;8065;8077;7936;7889;7546;7376;7303;7373;6877;6694;6268;5904;5788;5755;5926;5746;5501;5522;5352;5298
Магнитогорск;Франчайзи;Мобилка;14174;16250;20041;21610;24815;26223;29454;32485;35133;38197;40034;45376;46621;47181;52258;57120;57764;59723;64365;66956;67380;70460;70777;73829;76052;74042;77127;76093;76523;77194;81486;83242;83531;86499;86492;91999;94868;93000;95470;93808;93408;94438;96955;98875;100895;101309;98915;101840;104186;101533;104088;102807;104793;106023;110273;114036;110921;111955;112812;115988;118094;113861;119043
Магнитогорск;Франчайзи;Онлайн;30183;33279;32467;34298;32958;35508;41279;44469;45851;56196;58943;58294;58458;55492;59793;51936;36100;33089;37165;37833;41511;47902;49497;52074;56415;61260;73714;74072;71889;75230;78131;77234;75384;80900;73642;76919;74135;75698;80822;77014;73321;74803;70578;73219;68766;71119;71719;74530;74800;73042;79711;81986;78745;77154;87371;94919;94774;100745;100629;108939;104450;101214;110831
Магнитогорск;Франчайзи;ПК;52290;52065;55263;55129;52579;50719;50974;51195;50199;51141;49545;48734;48519;47622;47953;46176;42935;41206;41105;38330;39664;40404;39021;38562;37072;36293;37035;35635;33360;32631;32301;32415;31526;32385;31577;30854;29984;29667;30317;28717;26992;26400;25226;25220;24999;25096;24215;23908;23078;22192;22764;21305;20210;19283;18122;18061;17837;18331;17954;17306;16795;16178;15907
Махачкала;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10406;12265;14287;19977;22956;22182;23194;23905;27409;32899;31982;36801;37168;38313;39418;46072;50887;48204;48776;50424;53469;55114;54100;58189
Махачкала;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5776;7862;9853;11619;12841;10657;11378;12254;15254;17108;17258;21213;25629;22902;23993;33754;36026;37961;41573;45842;55352;58057;58185;70110
Махачкала;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;541;521;563;589;581;569;587;597;560;548;514;571;566;515;527;560;497;509;512;513;455;455;498;535
Миасс и Златоуст;Франчайзи;Мобилка;0;0;11892;14656;18079;21281;25602;29118;29475;31854;34401;37807;40545;40019;44365;27156;28376;30763;35025;33527;32585;33830;30821;32036;34874;33306;33900;32962;33260;32371;35765;35692;32817;34187;33991;36513;38415;37349;37122;36225;37147;39238;43443;43618;40622;36874;35313;36464;39318;37302;37798;36815;37798;40586;45329;46510;41611;41248;41288;42310;45190;41740;44614
Миасс и Златоуст;Франчайзи;Онлайн;0;0;1902;3485;4305;8472;10907;9979;10248;11334;13064;14562;16761;15368;15944;12919;9484;9228;10366;10497;11422;14507;15790;16714;19608;23453;28473;30274;29957;33769;36702;35213;32714;36965;34530;36708;36744;36867;39151;36992;34920;38484;37990;37586;31841;32624;33394;37434;38471;37416;37903;40798;36792;37081;45335;52166;50117;53876;54703;56898;56660;55064;63457
Миасс и Златоуст;Франчайзи;ПК;0;0;4987;5187;5197;5050;5695;5736;5406;5657;5555;5152;5574;6125;6365;6273;5847;6016;6228;5476;5749;6087;5924;5889;5730;5927;6055;5945;5435;5764;5967;5636;5439;5680;5430;5242;4896;5267;5390;5140;4870;5014;5022;4918;4648;4564;4351;4225;4145;4018;4364;3911;3827;3725;3597;3574;3398;3537;3425;3126;3206;3098;3089
Москва;Филиал;Мобилка;119766;139773;191452;205782;232084;250004;267070;300578;347547;361534;393509;414908;427801;422308;469348;424370;454393;451366;494940;440704;556574;486922;534559;513461;497015;498716;521198;524738;614037;677967;726812;781424;765951;802097;759175;807770;776441;817497;843386;853652;841182;873686;910179;907242;977215;999212;975285;1006833;993404;991792;1050784;1066274;1093262;1109920;1202478;1232412;1250698;1263972;1259340;1280259;1254397;1209228;1300022
Москва;Филиал;Онлайн;146063;196203;171967;124422;96391;84350;112893;115566;124680;147896;149240;130016;146591;151037;181965;235035;300028;274984;272608;256526;270815;332005;364021;382755;417619;547790;576484;618932;700430;755895;794700;780753;840604;922161;891289;877410;745798;805462;829626;822471;783177;896319;808408;888087;831222;877291;876437;986130;928825;876597;943476;893919;925124;953898;977485;997381;1071713;1151019;1142541;1203464;1159709;1127631;1281276
Москва;Филиал;ПК;103571;106174;119457;125081;120591;116456;120271;122651;125979;129241;125039;118435;112687;108220;110117;103675;96931;94835;94266;84616;94736;98694;95894;92583;82823;81474;85472;79734;74748;73755;73151;74080;73654;76338;73271;68985;64221;67224;68871;63958;59729;58567;56520;56448;58045;58283;56348;51871;49295;48637;51656;47689;45025;42115;39566;39361;40330;42179;40568;37482;36217;35259;35034
Мурманск;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7875;8599;12002;11403;11240;11928;11779;12562;12445;13668;15497;16566;17812;16932;17778;17587;19372;19759;19630;20005;20478;20145;20469;21631;22359;23404;22245;20992;22237;23028;23027;23876;23921;24248;24394;25812;27342;26805;27279;27750;29284;30195;28289;29969
Мурманск;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;725;4241;5715;7125;8516;11543;19633;26156;29309;31101;31065;29994;30250;33700;36392;33918;34889;31562;32420;32320;30930;28200;27769;23607;26210;26188;26426;26843;29880;30188;30090;33762;38441;34818;31772;33948;37953;44416;48967;49950;53516;52996;53788;61488
Мурманск;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;745;1002;1204;1198;1190;1070;1217;1303;1286;1202;1293;1249;1287;1339;1472;1461;1335;1263;1339;1380;1260;1196;1128;1140;1172;1150;1168;1119;1064;1049;1024;1040;1024;936;872;760;812;776;792;838;734;752;744;801
Набережные Челны;Франчайзи;Мобилка;18368;20415;25373;27041;32121;34479;39037;44136;47297;51955;55504;61056;65513;65949;74353;76165;78314;82550;88846;87925;95293;98215;103862;107193;111863;109185;114182;113460;114451;117005;125789;130434;129443;133401;135150;140903;145033;143313;147354;143828;144289;146200;152191;155658;159516;160701;158202;162027;166099;164151;168217;167017;171320;174827;183865;191441;185069;187545;188749;191745;195641;189414;197626
Набережные Челны;Франчайзи;Онлайн;43271;47305;48554;50622;47025;53171;67207;72343;75649;82260;84043;81619;83770;80186;87847;70163;57038;55779;57662;58475;64947;70593;77374;82266;92534;97998;119109;121052;117873;125002;134197;129538;127698;137080;120598;132649;129992;133152;143426;134511;127602;141407;128492;131747;125013;126491;129728;135414;136715;133414;144564;142409;135039;135503;155741;167656;171657;182746;183383;198349;194535;187141;208527
Набережные Челны;Франчайзи;ПК;39424;39175;41608;41542;39089;37513;38246;38023;37370;38001;37428;36077;36375;35275;35631;33772;31132;30355;29995;27940;29049;29457;28191;27735;26656;25851;26462;25422;23217;22791;23012;22679;21849;22539;21705;21048;20239;20039;20349;19205;18001;17399;16983;16720;16795;16779;16309;15621;15070;14702;15119;14130;13470;12706;11865;11796;11581;11620;11430;10825;10674;10326;10180
Находка;Франчайзи;Мобилка;0;0;9740;12613;15218;17724;21391;25208;26545;28809;31887;35433;37515;37546;41760;25006;27742;29152;33035;35215;25203;22020;28661;29429;31881;31341;31872;31921;31832;29817;34220;40317;32346;30969;31284;32809;33019;31899;32830;32561;33148;33752;39766;47131;35718;30526;28296;29691;30464;29698;30112;29958;30972;32281;38910;47521;35882;32359;31136;31797;32371;30949;32394
Находка;Франчайзи;Онлайн;0;0;876;3280;4104;6165;7553;7753;7946;8714;10525;11161;10217;9280;10370;8036;4791;3649;5775;7655;7502;9379;10583;11225;13181;14584;17932;19514;19217;21000;23244;23939;19800;20539;17736;21663;21634;21261;22429;21415;21124;22563;23810;26157;20853;20956;20536;21048;20971;20575;21877;20648;25900;22647;27833;32498;28756;29376;30062;32560;32515;32232;35868
Находка;Франчайзи;ПК;0;0;2012;2656;2683;2716;3480;3484;3160;3234;3224;3306;3303;3495;3704;3643;3519;3416;3666;3352;3409;3347;3325;3081;3136;3203;3336;3260;3095;3114;3348;3246;2960;2959;2848;2853;2609;2751;2794;2673;2491;2549;2664;2592;2311;2261;2192;2102;2051;1967;2057;1964;1844;1752;1744;1769;1576;1659;1547;1416;1415;1311;1359
Нижневартовск;Франчайзи;Мобилка;18567;21606;26599;28568;32101;34092;35589;40062;42846;46455;49506;54189;57937;58433;64894;73214;74800;74092;75564;80610;83691;85952;86078;90044;91388;90930;94354;92264;92324;88331;90668;92045;96738;99723;100286;106380;108872;107966;109409;107285;106206;104048;104138;105965;109756;111036;108081;111159;111878;111119;113439;112466;113502;112595;114325;117624;118531;120508;120606;124011;123724;121463;126262
Нижневартовск;Франчайзи;Онлайн;36897;37230;32722;32111;28094;27096;29051;30696;34191;51130;52101;50187;46580;44163;48749;48871;36922;32845;34569;36546;40849;45518;47242;48082;51597;56502;65139;66021;64860;66635;68250;68908;73034;77702;70614;76124;72661;75132;77467;72418;69799;67979;62339;66169;64919;68109;69391;72543;71377;71057;73852;70679;75209;64882;69101;76368;82634;87560;87638;94564;90852;89339;97234
Нижневартовск;Франчайзи;ПК;66047;65303;68594;68351;66038;61882;59417;59168;60618;62470;60928;60511;59304;58433;58600;56154;53500;49648;47850;45237;48772;50036;48549;48053;46035;45289;45818;44015;41314;39288;38405;37976;38950;40297;39364;38836;36922;37177;37204;35401;33673;31342;29608;29587;30493;31260;30740;29986;28722;28213;28603;27077;26283;23679;22001;22258;22798;23320;22730;21872;21234;20523;20503
Нижний Новгород;Филиал;Мобилка;35937;40017;50851;53057;61316;65598;72514;80911;90238;96504;102689;111315;115229;114602;128689;146754;150608;154653;162492;158357;178960;181846;189314;193354;190100;188998;198081;195077;199455;206525;215379;219924;226750;233121;235393;243199;243894;252012;259264;256060;254859;259431;262374;265927;285325;287132;282103;287055;284623;282521;292816;293181;300017;303167;316426;324396;322654;326367;327611;332946;331149;322720;338289
Нижний Новгород;Филиал;Онлайн;33223;46229;52087;56455;63640;72283;93766;107187;114359;125920;131648;129835;132085;120896;155625;130931;121724;127194;120371;124955;136187;159311;164526;169720;185998;208862;242534;239872;241431;273363;282844;274441;278030;300408;283363;292242;259282;273636;288625;270367;251722;281480;243127;247904;231671;235800;242306;260467;238698;239026;266971;257464;266173;257063;281898;301651;305482;333159;334714;352129;335117;338029;371372
Нижний Новгород;Филиал;ПК;212758;211276;224191;222477;211289;207720;206861;204507;205562;206928;203523;200107;195863;191246;192645;186040;175524;172222;167225;157424;163995;168627;164079;161977;153770;150247;153495;148165;138165;136910;134287;133432;132627;136670;133356;130516;124206;124974;126800;121536;113676;111499;105817;105581;105879;106248;104304;101140;97377;94589;97310;91740;87367;82209;77987;77747;77118;78912;77655;74884;73150;70039;68873
Нижний Тагил;Франчайзи;Мобилка;13107;15213;18645;20575;23391;25228;28264;31567;32750;34725;36707;39651;41308;40971;45580;35312;36301;37806;40870;41270;41482;43103;41626;42921;44404;43303;44658;44623;44530;43439;46006;46591;46971;48485;49057;50749;51670;50581;51330;50499;49353;49950;51347;51188;53590;52357;50573;51706;54058;53169;54879;53536;53934;54700;57229;59696;58291;58963;58549;59863;60903;58582;61277
Нижний Тагил;Франчайзи;Онлайн;20681;24283;23580;25743;23424;23201;30080;31639;33029;37373;38564;37646;37964;35931;40528;30075;20862;19604;22367;23782;25849;28717;30054;33552;36580;40763;49932;53600;52231;55176;60359;59200;60159;64058;57978;60824;57789;58033;61378;59700;55372;56517;52965;54116;52919;54244;54526;58106;61141;60941;65135;63762;69204;61652;70374;74881;79080;83777;82938;87170;84871;84200;93198
Нижний Тагил;Франчайзи;ПК;20081;20170;21862;21962;21156;19958;20498;20610;21072;21577;20931;20703;20329;19692;20164;19566;18149;17847;17809;16164;17366;17876;17212;17228;16484;16229;16742;15991;14964;14778;14985;14682;14865;14919;14471;14141;13381;13379;13674;13158;12182;12055;11391;11339;11609;11827;11388;10981;10756;10365;10706;10081;9541;8866;8501;8388;8578;8566;8401;7897;7767;7435;7344
Новокузнецк;Франчайзи;Мобилка;22563;25846;32468;34564;39570;41709;45711;50645;54197;59910;63766;69665;74848;75497;84380;84553;88434;90118;94689;102108;99300;103684;103348;109231;111822;109908;113947;112568;113174;111338;116668;118676;119525;122987;124311;128437;134107;130454;134120;131691;131213;132152;136645;138998;140229;140583;137463;142069;145412;142666;145702;143694;146992;149260;156777;160798;155044;156896;157355;161940;162581;159785;167322
Новокузнецк;Франчайзи;Онлайн;76010;73973;74497;67352;65638;63543;69324;70680;72058;112573;110144;102217;93677;84056;95225;89578;69036;65073;70097;80188;81733;91871;92965;92456;99093;107831;130754;133191;135338;140457;146490;145751;145185;154716;145083;152670;151574;152455;161851;154176;149067;159807;146752;150378;137335;145508;148836;155108;156652;152138;163291;156226;165297;155453;176456;187831;187224;200337;197473;207491;202816;204207;222588
Новокузнецк;Франчайзи;ПК;128454;126387;134187;134007;131650;125771;125539;125100;122133;124700;122877;120887;119424;117129;118460;114423;110721;106378;104595;99904;102683;105003;101768;101046;97479;96594;97754;94746;89739;87790;86595;86185;85699;86512;85277;83638;81269;81353;82516;79220;75417;72721;70260;70821;69493;71203;69355;67681;66016;64265;65786;62039;60310;56481;54206;54172;53858;54816;53425;51935;50681;49508;48687
Новороссийск;Франчайзи;Мобилка;12236;14257;19392;22537;29294;38142;48294;51910;47302;44876;46754;49357;51203;50298;58132;41760;52110;70998;92536;92323;65598;47418;46858;46059;49118;50249;54447;57030;69816;93094;123894;127904;83899;60424;55596;55605;57260;58476;62558;67703;83624;124721;174174;170290;115693;68754;58566;57317;60727;60652;65002;70307;85174;122157;177634;190786;130626;85278;72079;69182;71938;68766;77996
Новороссийск;Франчайзи;Онлайн;17566;22360;24928;25732;26658;35930;42376;43036;40041;33442;36395;39371;41358;37734;40668;30135;28620;32115;34114;31060;26706;28631;30392;32033;39634;49801;62630;64855;80055;101354;115367;102544;74668;68208;62894;72689;73207;77859;84114;84402;92357;118265;122982;111090;77455;63530;64686;69738;73160;74153;78299;75825;88960;93789;127352;141037;116147;106040;105602;107684;114201;111384;127541
Новороссийск;Франчайзи;ПК;5613;6044;6924;7474;8300;9672;11011;10163;8085;7295;7064;6796;6889;6960;7652;7857;8248;9469;10291;8767;7811;7149;6713;6541;6453;6564;7305;7333;7889;9169;9870;9230;7494;6606;6239;5929;5915;6349;6933;6854;7259;8308;8961;7980;6401;5550;5163;4778;5106;5034;5588;5291;5581;5886;6088;5749;4822;4226;4134;3871;4098;4014;4230
Новосибирск;Филиал;Мобилка;96239;111182;137109;148237;168492;178610;195273;216024;232276;254328;272954;294378;318980;324780;365044;423309;437717;450549;468571;474817;513920;587775;530693;557516;561748;559379;584710;579584;585389;579832;603593;620355;630664;644230;645022;662879;670945;673304;690050;680954;682988;693315;718777;735246;742683;751034;733283;747549;748207;741101;771695;760724;773124;792288;835162;858030;834222;844014;843560;853945;841886;837116;869754
Новосибирск;Филиал;Онлайн;200468;210675;237027;206315;194096;203050;221703;224448;226722;353541;356228;326118;303285;277987;319334;345330;290839;272715;286078;296325;303448;351076;351788;386195;428777;427937;509359;532453;546464;591304;628399;580973;588164;615576;574594;631557;569834;576106;613582;584789;576805;642618;583981;605501;564979;600408;595211;657143;602738;581894;633337;609420;633546;658083;686933;731519;723196;760806;745859;775791;720454;719397;786615
Новосибирск;Филиал;ПК;680988;678158;731071;734979;724092;704438;702231;698462;690858;702262;691592;677160;669133;654938;664025;652178;630101;609534;602060;576848;595895;612522;594927;587510;568473;559717;567728;550928;527235;517178;511762;510194;507228;516442;507693;496459;485529;485273;490919;472492;456484;442467;433431;434504;426477;436318;426674;416121;406895;397956;406743;388325;375208;357391;345587;345869;341209;349379;342160;332169;323116;317009;313562
Норильск;Франчайзи;Мобилка;6241;6859;9360;9974;11684;12374;13616;14273;15485;15803;16397;18617;20583;19683;21928;27787;30616;30607;30524;32213;34145;38342;38818;40925;42405;42631;44883;44474;45260;45273;46148;46347;49488;51671;52446;55655;56183;56886;57977;57504;58157;57552;57214;56963;61813;65448;65008;66074;66908;67561;69798;68236;68951;66260;68074;68931;71322;74120;75432;77879;77406;76953;80602
Норильск;Франчайзи;Онлайн;5902;6086;7238;6039;5098;6116;6629;6689;7535;7078;7527;8636;8941;7658;7263;6263;4484;3973;4130;4945;5402;5994;6331;6735;7713;8118;8967;9569;8510;8877;9773;8971;9208;9987;8487;10324;9494;9825;9733;9402;9241;9159;8901;8913;8819;8814;8704;8534;8614;8164;7627;6826;11733;8082;13220;16212;18022;20428;21325;27661;24596;24185;28098
Норильск;Франчайзи;ПК;7181;7579;8600;8802;8415;7746;7466;7274;7907;8126;8318;8088;8108;7845;7992;7897;7491;6816;6476;6142;6742;7055;6909;6870;6525;6511;6924;6292;5963;5602;5341;5040;5286;5564;5425;5281;4879;4957;4949;4494;4221;3961;3693;3696;3740;3848;3740;3678;3465;3449;3528;3235;3128;2868;2631;2723;2737;3081;3063;2959;2925;2921;2888
Ноябрьск;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;3792;9537;10569;13201;11235;12414;12861;14517;14375;15660;17385;15980;16641;17427;17494;18364;18093;18185;17377;18283;19154;19598;20408;20679;21861;22080;21767;22006;21960;21882;21264;21985;22136;23070;22954;22324;23323;24357;23867;24810;24441;24736;24267;24913;25598;25975;26422;26798;27760;27679;27203;28571
Ноябрьск;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;991;1156;1437;2436;2612;2785;2819;3405;3949;5419;6515;7339;9082;10965;11927;13460;12413;12236;12678;13167;14981;16119;14571;17210;16206;16390;17512;16243;15838;14379;13548;15001;15974;16174;16865;20193;20488;19715;20570;19305;23744;16833;18458;22592;25811;26949;27021;28493;27016;27933;31352
Ноябрьск;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;602;1517;1729;2011;2077;1914;1818;1913;1758;2007;2237;2119;2062;2007;2083;2250;2232;1983;1881;1971;1867;2023;2134;2067;1915;1755;1814;1883;1831;1644;1573;1580;1468;1525;1583;1583;1495;1391;1319;1438;1270;1237;1092;1030;994;1093;1148;1103;986;929;965;929
Одесса;Франчайзи;Мобилка;22900;27436;34546;35175;39477;43480;50134;54393;56724;59523;62159;67711;67497;66846;69421;84265;85240;90219;96993;104707;110190;109126;115640;121539;120929;124171;131355;127892;134742;143041;154013;158267;162458;165638;167618;175306;169522;179259;190160;189165;193906;205077;214439;223778;236111;235663;234915;240285;233980;241091;251263;253079;269563;277260;299091;313420;305938;301886;304396;310448;300528;297636;314280
Одесса;Франчайзи;Онлайн;57239;63921;71067;67333;54066;64549;75490;72865;76422;112573;120381;114058;115194;111445;113251;105595;118500;171879;158638;118293;134037;133899;153020;169375;170149;192240;231657;227988;232406;263732;305374;300302;288588;300874;290593;291668;255156;273482;287658;275087;290679;345586;352854;350484;317073;303857;299087;288107;285498;287279;315916;290448;327373;352397;435371;423250;380486;370555;376134;385386;406586;407932;431298
Одесса;Франчайзи;ПК;161997;161984;170916;166594;159863;161514;161568;158267;156882;155821;152256;150384;143303;140144;138604;132938;129513;127835;126704;116918;121999;121411;119113;117526;111472;109131;111804;104844;101722;100409;98867;96252;95302;94021;92297;90234;85261;88568;88613;83112;80351;79333;77588;76788;75098;73381;71891;70163;66339;65489;66397;60735;60750;57934;54777;54182;53544;52344;51847;50265;48755;47155;46103
Омск;Филиал;Мобилка;36558;40792;51039;53512;63320;66794;73132;80562;87090;96060;101150;110079;117740;118644;133319;164624;170798;175061;182374;184738;201748;209925;216004;229104;231377;228483;240318;234553;237882;241063;252068;257855;266232;274927;277514;286254;291907;287660;298384;291555;294106;299038;304501;310352;324127;331634;323149;332137;335896;329627;340565;337255;343934;349906;362099;372752;369764;376699;380119;387982;386669;379523;397565
Омск;Филиал;Онлайн;106004;113489;107564;102530;95482;100963;118525;122939;128718;180411;185234;174018;168026;158297;183586;171185;138482;130891;141379;151414;161029;179219;184272;196752;212171;234249;282308;275959;276602;297203;315835;311559;301798;319422;296989;307564;299375;302602;321000;300965;290380;320919;291699;296353;275285;292225;288868;310998;300094;290408;317979;305402;313397;304743;339560;354684;352326;373485;370395;381066;372518;367810;403466
Омск;Филиал;ПК;325789;323097;341641;338745;331532;322406;321755;317325;315455;321645;318142;313057;311257;303342;308188;299428;288543;279444;275657;261084;270720;276491;271104;269361;261481;255139;259422;249762;237612;234092;232611;228969;225899;229968;226894;221641;217549;216320;218175;209072;199942;196527;190595;187984;185260;189243;185041;180564;176976;171425;175674;166290;160562;152423;145846;144947;143292;146508;143446;139273;136967;133130;130805
Орёл;Франчайзи;Мобилка;5627;6427;8692;9725;11492;12741;14553;16281;17942;18242;19655;21130;21593;20795;23482;17978;19264;19937;22535;20079;21092;22512;21556;20945;21567;21457;22040;21740;22834;24324;25289;25876;25051;25646;25097;25925;26079;25795;26171;25480;25640;26544;28134;27805;28195;26035;24888;25279;25662;25157;26322;25962;26511;26900;29266;29632;28845;29042;28483;28745;29025;27677;29751
Орёл;Франчайзи;Онлайн;9630;13985;17695;20730;19940;24272;30678;31754;31196;30383;33885;34671;35250;34521;35671;20707;13652;11672;11687;10991;13672;17436;18373;24489;21970;27812;36771;37837;36005;39932;40206;36795;37472;39946;36310;35084;31265;33490;33546;29860;27628;29854;26915;28382;26783;25483;25628;27444;28226;28492;30844;29176;34499;29606;34605;35848;38409;39503;39362;42493;40134;42817;50905
Орёл;Франчайзи;ПК;2453;2834;3113;3031;2773;2880;3191;3083;3176;3280;3178;3017;3018;3117;3226;3033;2791;2684;2714;2389;2664;2738;2575;2513;2488;2520;2640;2615;2376;2481;2454;2264;2268;2275;2229;2076;1923;2034;2057;1942;1794;1770;1747;1771;1643;1635;1591;1446;1451;1401;1449;1282;1278;1193;1124;1124;1116;1097;1072;975;951;937;937
Оренбург;Франчайзи;Мобилка;11389;13042;16352;17480;20148;21833;24836;27797;30098;32148;34092;37253;38744;39269;44346;44226;45981;48538;52841;54625;55451;57825;59948;61438;61306;62110;64191;62916;64102;66425;71119;74146;74269;75474;75592;77919;77015;78250;80097;78880;79686;81890;86674;87854;90778;89617;88224;89118;89427;88469;91399;91091;94155;96956;103751;109092;105536;105675;105178;107253;106799;104932;109497
Оренбург;Франчайзи;Онлайн;31112;37190;38386;38729;35320;41651;51411;53196;55906;56682;59319;60411;61015;58576;66083;50434;34489;33975;35709;37742;42927;51587;56938;61546;69480;86523;105424;105156;103995;113912;117610;114878;114259;120175;106244;112195;102780;111291;119735;110513;107223;113616;106080;107947;100602;100891;105302;107510;106947;107417;121876;113440;122953;121155;137016;144626;145969;153813;151996;157466;154170;154793;171822
Оренбург;Франчайзи;ПК;19854;20391;22081;22365;21199;21007;21288;21189;21264;21718;21345;20699;20260;20055;20492;19444;18182;17593;17520;15930;16721;17099;16763;16273;15374;15142;15658;14831;13688;13559;13423;13247;13201;13322;12957;12499;11576;11926;12063;11409;10661;10501;9999;9944;9723;9582;9465;8977;8763;8465;8859;8074;7804;7335;7004;6974;6796;6859;6703;6424;6256;5974;5870
Павлодар;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12286;14780;17039;21374;21783;25237;26309;29060;31920;37406;41488;41377;43625;44380;48789;53681;53472;58939;61244;66011;71239;80753;87214;86368;88843;92033;95668;97721;97459;106312
Павлодар;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10252;11863;15516;21194;22370;24306;26166;28782;34031;35088;35976;33376;37321;38662;42868;50191;48202;55559;56294;60349;65820;81024;86566;85298;94320;95886;114932;122415;115957;128155
Павлодар;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;838;962;946;1151;1269;1372;1367;1434;1426;1538;1574;1546;1562;1632;1600;1600;1573;1573;1541;1520;1541;1551;1525;1474;1522;1482;1379;1418;1372;1346
Падуя;Франчайзи;Мобилка;3698;3172;4374;4899;5734;5514;7258;7409;6724;5299;4564;4191;5376;4053;4478;4655;5397;6138;8290;8730;7132;5526;4733;4069;4662;3925;4186;4182;4941;4348;4897;4819;4254;3659;3304;3318;3642;3444;3580;4073;4649;4625;5415;5027;4065;2951;2644;2512;2614;2747;2925;2941;3145;3251;3571;3715;3611;3342;3015;2981;3155;3064;3485
Падуя;Франчайзи;Онлайн;18364;18365;29049;33990;38249;34242;35854;29500;36422;38572;35873;34862;43090;31167;31047;26267;24631;20568;21364;17973;24691;41311;32638;26464;29582;29778;32165;27648;25339;24800;25233;22432;28837;33399;30223;30112;31131;28421;30090;25663;24534;21605;20876;18626;21480;21505;21256;21731;25767;24163;27317;25207;27325;22701;29092;24424;29353;31119;28850;26181;28267;27485;31714
Падуя;Франчайзи;ПК;166;140;1596;1824;1724;1412;1346;1167;996;914;758;649;662;591;600;548;513;475;467;385;403;378;349;314;284;294;296;293;243;223;206;205;205;193;174;140;169;170;183;135;143;143;129;134;131;139;151;132;141;143;145;132;127;108;119;109;114;117;102;102;104;114;98
Пенза;Франчайзи;Мобилка;9986;11554;14578;15422;18020;19583;21516;23965;26054;27156;28813;31334;31968;31837;35946;33557;34977;36546;39551;39674;40643;43270;43814;43296;43986;43666;45780;45625;47136;49290;52627;54348;53958;55498;55482;57551;57745;58604;60025;59550;59922;61029;63737;64676;68458;68349;66472;68743;69594;68504;71484;71334;73590;75008;78634;81329;80352;81104;80455;82512;82625;80553;84333
Пенза;Франчайзи;Онлайн;33996;41743;46529;47986;44132;22576;36165;60486;59045;59089;62718;63663;62186;61060;67213;47318;33404;31284;31178;32201;37753;45249;48124;51248;57227;68418;87465;88535;88040;97737;102028;97444;97039;103808;94602;96168;89966;94775;100860;93869;88974;94371;88438;89191;81267;83544;86997;92146;92025;91247;101587;97487;104875;98657;113037;120881;125397;133689;133475;139968;138505;139193;152419
